id	text	score
773	I think that fruit fly evolve faster because they reproduce more and they will have more generations faster.	3
774	I think that fruit fly's will evolve faster cause The have more generations every year than the elephant and therefor they can change faster.	3
775	I think that fruit flys evolve faster because they reproduse more so that there are more of them	3
776	I think that the fruit flies will because they produce more which gives them a better chance for change.	3
777	I think that the fruit flies will evolve faster because the new adaptions will be produced quicker since more off spring is produced.	3
778	I think that the fruit flies will evolve faster because they have more offspring then the elephants.	3
779	I think that the fruit flies will evolve faster because they reproduce more which increases the chance of it changing.	3
780	I think that the fruit fly evolves faster because they reproduce more each year.	3
781	I think that the fruit fly will evolve faster because the fruit fly gets its generations much faster than the elephant.	3
782	I think that the fruit fly would evolve faster because they reproduce faster and change can occur faster.	3
783	I think the fruit flies because it has way more than elephants so it would change way faster.	3
784	I think the fruit flies will evolve faster because evolution happens over generations so the fruit fly will have more generations than the elephant over a couple of years.	3
785	I think the fruit flies will evolve faster because if the Earth starts warming/cooling then it will have a better chance to adapt quicker.	3
786	I think the fruit flies will evolve faster because in order to evolve, you have to reproduce so if the fruit flies are reproducing faster, then they can evolve faster.	3
787	I think the fruit flies will evolve faster because they are constantly reproducing causing them to evolve faster than elephants who only reproduce about once every 5 years.	3
788	I think the fruit flies will evolve faster because they easily have a better chance of getting different offspring because of the loads they reproduce a year. Also, a four-legged mammal as big as an elephant will obviously take more time to evolve considering the amount of area it carries.	3
789	I think the fruit flies will evolve faster because they reproduce faster than the elephant.	3
790	I think the fruit flies will evolve faster than the elephants because they reproduce faster.	3
791	I think the fruit flies will produce faster because they reproduce a lot more than elephants do.	3
792	I think the fruit flies would evolve faster because evolution takes about 1,000 generations to fully occur, and for the fruit flies, who reproduce about 36 times a year, that time would be much shorter that the elephants reproduction rate of once every 5 years.	3
793	I think the fruit flies would evolve faster because since it takes them 36 times a year to reproduce and elephant only reproduce once in 5 years. It's more likely that the fruit flies would evolve faster because it takes a animal to evolve 1000 generations. by the time the fruit flies evolve the elephant is probably only half through the process.	3
794	I think the fruit flies would evolve faster because since they reproduce faster, they could maybe change.	3
795	I think the fruit flies would evolve faster because they produce about 36 times a year compared to a elephant that reproduces about once every 5 years. So the chances of a fruit fly having more offspring is better than a chance of a elephant.	3
796	I think the fruit fly will evolve faster because first it is a insect and insects reproduce faster plus they lay a lot of eggs.	3
797	I think the fruit flys because they have a larger reproduction rate there for more chances to evolve to their environment.	3
798	I think the fruitflies would evolve faster because they need food they can't get so they evolve into something so maintain its living conditions.	3
799	I think the more times you reproduce, the more of a variation you are able to get.	3
800	I think they will evolve faster because since they reproduce so often, the newer generations could learn to adapt faster than the elephants because they only reproduce once every five years.	3
801	I think they will evolve faster because they are being produced more and have a higher chance.	3
802	i think they would evolve faster because the reproduce faster	3
803	I think this because if they reproduce faster then they evolve faster.	3
804	if a sp4ecies evolves every 1000 generations the faster you have kids the faster your species will evolve	3
805	if an organism repreduces faster than it has more chances to mix up the DNA and then that causes faster evolution.	3
806	If evolution takes thousands of generations to occur, the fruit fly would evolve much faster than the elephant because of the reduced time gap between reproduction.	3
807	if flies reproduce more they have more of a chance to change	3
808	if fruit flies have more offspring than there will be more chances to evlolve because there are many flies in the species unlike elaphants who have less animals in the species	3
809	if fruit flies produce about 36 babies a year, the babies are more likely to have other kids and those kids could mate with other organisms and produce different kinds of babies. while the elephant only reproduces about every once in 5 years, they probably wouldn't have a lot of variation.	3
810	If fruit flies reproduce 36 times a year they will evolve faster because there will be a bigger population in the species, but if elaphants only reproduce once every 5 years there are less elaphants in the species population so they will be less likely to evolve fast if at all. Elephants still can evolve it will just take much, much longer for them to evolve because of the time they reproduce.	3
811	If fruit flies reproduce more often than elephants, there's a larger chance they'll have offspring that will change their species.	3
812	if fruit flys reproduce faster they would have shorter generations so it would take less time for fruit flys to evolve	3
813	if fruitflies reproduce faster that gives them a chance to change more	3
814	If it takes roughly one thousand generations for a species to evolve then the fruitflies generations would go by faster leaving more oppertunituies for the species to evolve.	3
815	if reproduction goes faster than evolution is sped up.	3
816	If something reproduces more, there is more chance for evolution and more chance to make successful baby fruit flies.	3
817	If the flies die they start to produce more and elephants if a lot die they may not be able to reproduce	3
818	if there are 36 generations in one year there is a larger chance they will evolve	3
819	If they are constantly reproducing there a little changes every time, because the offspring isn't exactly the same as the parent. So evolution is more likely to happen faster to fruit flies.	3
820	If they reproduce faster there is more room for evolvment.	3
821	If they reproduce more often then there will be more fruit flies there for they will evolve fsster	3
822	if they reproduce more, that's more generations and more time to evolved	3
823	If they reproduce much quicker, they must evolve quicker too.	3
824	if you reproduce more then there is more time to chang over time because evolution occors throgh generations not years.	3
825	in 5 years the fruit fly has reproduce 180 times and the elephant only once or twice!	3
826	it is because fruilt flies rebrodis faster thin elphants.	3
827	It doesn't matter how long an organism takes to evolve, only the number of generations do. And since the fruit flies reproduce faster than the elephant, then they can probably make more generations than the elephants. Which results in the fact that the fruit flies will evolve faster than the elephant.	3
828	it evolves faster because it is a smaller specie	3
829	It is because evolution takes hundreds and maybe thousands of generations and since fruit flies reproduce faster, generations will happen faster so evolution will occur faster.	3
830	It is because it will go through generations faster.	3
831	it produces more than than the elephants	3
832	It says in the text that the fruit flys reproduce faster.	3
833	It ta3kes less time to get to 1000 generations if the animal produces more often; the fruit flies produce more often.	3
834	It takes 1,000's of generations to evolve so if the fruit flies reproduce 36 times a year and elephants only reproduce 5 times a year then the fruit flies would reproduce a lot faster.	3
835	it takes 1000 about 1000 generations to evolve it takes the fruit fly 27 years to evolve 200 years so the fruit fly will evovle faster	3
836	it takes 1000 generations , the faster they reproduce the faster evolution will happen.	3
837	It takes about 1,000 generations to evolve, and the fruit flies reproduce 36 times a year, so they will reach 1,000 generations faster than the elephant, which takes 5 years to reproduce once.	3
838	It takes about 1000 generations to see a change and so it would take less time for a fruit fly to evolve.	3
839	It takes about one thousand years for a species to evolve. Because fruit flies evolve 36 times a year, it will only take around 28 years to evolve. Elephants do that every five year, so it will take them roughly five thousand years to evolve.	3
840	It takes an animal 100 generations to evolve, so if a fruit fly reproduced more often than an elephant, the generations would go by a lot faster for the fruit fly.	3
841	It takes approximately a thousand generation for a little change to happen in a species (evolution) and the faster the species mates in a year the faster the species gets to a thousand generations and evolves.	3
842	it takes around 1000 generations for organisms to evolve. each time they reproduce they show small traits to show that they are evolving. each time they have an offspring, that is a new generation.	3
843	it takes lots of generations to evolve so if the fly reproduces 36 times a year it will evolve much faster then the elephant.	3
844	It takes many (1,000) generations for a species to evolve, so the more often the species reproduces, the more generations it will have in that time, and will shorten, or lengthen, the amount of time it takes for them to evolve.	3
845	It takes many generations for a species to evolve so the fruit fly will evolve faster. Say it takes 1000 generations for the fruit fly to evolve, that would only take about 28 years.	3
846	It takes offspring to evolve not years therefor when the fruit flies reproduce faster they will evolve faster.	3
847	It takes thousands of generations to evolve and if you reproduce more generations will go by faster.	3
848	it takes thousands of generations to evolve so the faster your reproduction the more generations you can produce. Therefor, the fruit flies with 36 times a year reproduction will evolve faster due to their fast reproduction rate giving more evolving chances.	3
849	It takes thousands of generations to evolve so the species that creates generations faster will evolve quicker.In this case the fruit flies are reproducing faster so they will evolve faster.	3
850	It takes4 about 1000 generations to see a real change in a species and because in one year there are 36 generations of fruit flies it will take less years than elephants that make another generation every 5 years. So, fruit flies will evolve a lot faster.	3
851	It think fruit flies will evolve faster because of its reproduction rate; if one fly is weird then its kids might be like it.	3
852	it will make the process faster if the organism can reproduce faster	3
853	It would take them less time to reach 1000 generations	3
854	more baby's the more chance of change	3
855	more chance because more offspring	3
856	More fruit flies get born causing it to get inherit more traits that cause it to get more fruit flies that evolve.	3
857	more generaions	3
858	more generations	3
859	more generations	3
860	More generations = More variety over time	3
861	More generations give more places to add new traits.	3
862	more generations will pass in a short period of time	3
863	more generations= faster evolution	3
864	More generations=More variety.	3
865	More offspring a year.	3
866	More offsprings are being produced.	3
867	More reproductions are occurring.	3
868	More they reproduce more they will get used to their environment to get used to things.	3
869	More traits are passed down instead of some offspring getting a trait and other with a different one	3
870	more variation occers amoung many generations	3
871	more variation of fruit flies could mean more evolution.	3
872	My answer is because they reproduce faster, they will evolve as a species.	3
873	Of course fruit flies because there are way more fruit flies because they reproduce more eggs than elephants and reproduce way more often	3
874	one fruit fly can prouduce more eggs than a elephant can prouduce elephants	3
875	One generation for a fruit fly goes super quick while an elephants generation take hundreds of years	3
876	Organisms can change in a few generations and since the fruit flies reproduce a lot then they have a higher chance of evolving.	3
877	Organisms evolve every 1000 generations, therefore fruit flies will only take a very, very short time to evolve because they produce so fast.	3
878	Organisms evolve over thousands of generations, not years. So if there are more generations per year for the fruit flies, they will evolve faster.	3
879	Over every generation a very slight variation occurs. So, if fruit flies reproduce 36 times a year more variation will happen then if you reproduce once every 5 years.	3
880	over generations, organisms change, to adapt to thier enviroment, and the fruit flies reproduce mmore, so that each generation changes little by litte.	3
881	Reproducing is how things evolve therefor if they reproduce more they evolve faster.	3
882	since a fruit fly reproduces more it must be quicker to evolve then the elephant it multiplies almost seven times as fast.	3
883	since evolution happens from generation to generation and fruit flies reproduce more, I think they will evolve faster.	3
884	Since evolution happens in generations and not over time the fly would evolve faster. It is a genetic prosses and since flies reproduce much quicker they would evolve faster.	3
885	Since evolution happens over many generations the faster the generations go by the faster evolution occurs.	3
886	Since evolution takes place in about one thousand generations and the fruit fly reproduces more often then the elephant making it have more generations, then the fruit fly could evolve faster.	3
887	Since flies live shorter, they have offspring faster, which means the species evolves faster because a million years for us may be a few dozen years for them.	3
888	Since fruit flies birth quicker, the flies' genes may evolve more and more with each generation.	3
889	Since Fruit Flies get reborn more often or faster they would change faster.	3
890	Since fruit flies reproduce faster its more likely for them to evolve faster	3
891	Since fruit flies reproduce faster, they will most likely evolve faster. It takes thousands of generations for evolution to happen, so the fruit flies will likely evolve faster.	3
892	Since fruit flies reproduce more frequently, their offspring are more likely to inherit different types of traits faster.	3
893	Since fruit flies reproduce more often they go through more generations which means they can evolve faster because they reproduce more and have generations go by quicker. On the other hand elephants that reproduce less often, have more time between generations. Since evolution is based on how many generations a species go through it takes longer for the elephant to evolve then the fruit fly.	3
894	Since fruit flies reproduce more often, each new fruit fly will gain a slightly better and new adaptation allowing them to eventually evolve.	3
895	Since fruit flies reproduce the most, there are more chances to evolve and different environments	3
896	Since fruit fly's reproduce faster and more often, they have a better chance at evolving faster.	3
897	Since it takes thousands of generations for a species to evolve, if there are more generations in a shorter amount of time, the species will evolve faster.	3
898	Since more are getting reproduced there will be more offsprings changing the fruit flies.	3
899	Since more fruit flies are produced per year, they have many generations to evolve.	3
900	Since the fruit flies reproduce faster each life of the fruit fly has a possibility to change a little while elephants have to wait once every five years.	3
901	Since there are more generations with the fruit flies because they reproduce more there would be more evolution.	3
902	Since they are reborn more often, they have more chances to change into a different animal.	3
903	since they reproduce 36 times per year they probably evolve 180 times faster	3
904	since they reproduce faster every one that is born comes out a little different.	3
905	Since they reproduce faster maybe some of the offspring will change in way when that baby has offspring they change from the orginal fruitfly into something different	3
906	Since they reproduce faster they will have more generations to evolve.	3
907	The ave more chances to evolve due to breeding amount.	3
908	The average time for evolution is 1000 years. If a fruit fly reproduces that much, it would take only a couple of years for that species to evolve. Elephants, however, would take around thousands of years to evolve.	3
909	The birthrate is faster than the deathrate for fruit flies.	3
910	The extra generations the fruit fly gets gives move chances to change faster.	3
911	The faster a species reproduce the faster it is for the species to evolve, and fruit flies reproduce faster than elephants do.	3
912	The faster a species reproduces, the faster it can evolve because it takes thousands of generations for evolution to occur.	3
913	The faster a species reproduces, the shorter it takes to evolve. It would take about 1,000 generations for a species with 1/year reproduction rate to evolve. if you divide that by 36, which is 27.77, you will see that it only takes about 27.77 years for a fruit fly to evolve. Elephants though, would take 5 times longer to evolve because they reproduce only once every 5 years, so it would take them 5000 years to evolve.	3
914	the faster generations pass, the more evolution occurs.	3
915	The faster the rate of reproduction, the faster a species will evolve. The fruit flies reproduce faster, so they will evolve faster.	3
916	The faster the species reproduces the faster it will hit 1000 generations which is the time you would be able to see a deference because of evolution.	3
917	The faster they reproduce the faster they will know which traits are needed to survive.	3
918	the fru3it flies reproduce more, therefore more chances for mutation, faster.	3
919	The fruit flies are faster because they produce faster.	3
920	The fruit flies are having more generations so their would be more chances to evolve from parent to child.	3
921	The fruit flies can pass down their traits more frequently, which would mean a trait would develop before the elephants.	3
922	The fruit flies could keep reproducing and evolving a lot faster because they can reproduce about three times a month.	3
923	The fruit flies evelove faster because there are nore generations being produced every year an more generations.	3
924	The fruit flies have 36 generations in one year while elephants have one generation in five years. The more generations, the more you evolve.	3
925	The fruit flies have many more generations than the elephant.	3
926	The fruit flies have many more generations to evolve so the fruit flies will evolve much faster.	3
927	the fruit flies must learn to reproduce quickly with so many more numbers,not to mention predaters, and there is an increased chance of deformaties amoung them that change their speies	3
928	The fruit flies produce more letting traits evolve faster.	3
929	The fruit flies reproduce 36 times every year instead of once every 5 years.	3
930	The fruit flies reproduce a lot more. In a year fruit flies produce 36 times a year and elephants reproduce about once every five years.	3
931	The fruit flies reproduce more at a time.	3
932	The fruit flies reproduce over a shorter amount of time than elephants so they will be able to go through generations quicker and also go through naturals selection quicker.	3
933	The fruit flies will evolve and grow faster because of more reproduction.	3
934	The fruit flies will evolve faster because of the more times they reproduce but they would die faster because insects don't have a very long life span.	3
935	The fruit flies will evolve faster because they produce faster so it will have more time to change	3
936	The fruit flies will evolve faster because they reproduce a lot more than the elephants. Since fruit flies reproduce more, they can evolve a lot faster then elephants.	3
937	The fruit flies will evolve faster because when an animal begins to evolve it takes many life cycles for the process to be complete.	3
938	The fruit flies will have more generations and will adapt faster.	3
939	The fruit flies will have more offspring with different adaptions so they can be helped in their environment. Since there are more fruit fly offspring than elephants, this will allow for the fruit fly to more rapidly evolve.	3
940	The fruit flies will keep on evolving with new abilities. They also reproduce more often so they can keep changing.	3
941	The fruit flies will reproduce faster and be more likely to evolve before the elephants do.	3
942	The fruit flies will reproduce faster because the more you reproduce, the more generations their will be. Also, the more generations there are the better chance they have of evolving.	3
943	the fruit flies would evolve faster because the breed a lot faster than the elephants.	3
944	The fruit flies would have more generations for the evolution of fruit flies, as in each generation it starts to change and change until it changes not fully but changes a lot.	3
945	The fruit flies' generation is quicker so they get to one thousand quicker.	3
946	The fruit fly may have two babies but it reproduced much faster than an elephant.	3
947	The fruit fly population would evolve faster because it reproduces faster than the elephant population.	3
948	The fruit fly reproduces 36 times a year which is way faster than once every 5 years.	3
949	The fruit fly will evolve faster because if they produce more often then their will be more generations and evolution happens within 1000 generations.	3
950	The fruit fly will evolve faster because their is more generation.	3
951	The fruit fly will evolve faster because they have a higher reproductive rate so that adaptations will pass on faster.	3
952	The fruit fly will have more generations per year	3
953	the generations come faster so they would evolve faster	3
954	The generations will be shorter and occur more often, so it will evolve faster.	3
955	The more a specie reproduce the faster they will evolve.	3
956	The more a species reproduce the faster each generation takes to form, making evolution faster.	3
957	the more a spices reproduces the faster it evolves because the changes happen every generation	3
958	The more an organism reproduces the faster that organism will evolve	3
959	The more chances you have to reproduce, the more chances those babies will evolve where they live and then their babies will do, and so on.	3
960	The more generations a species creates, the more chances for that species to have small things change over time.	3
961	The more generations of an species you have, the faster time it takes to evolve.	3
962	The more generations the faster something will evovle. It takes many generations and in two year the fruit flies will have 72 generation while the elephants will only have 10 genrations.	3
963	The more offspring you have the more evolution happens.	3
964	the more organisms the higher chance of evolution	3
965	The more production the faster the evolution	3
966	the more reproduction means more variation and a higher chance of evolving to occur.	3
967	The more reproduction the faster the traits can be born.	3
968	The more the animals reproduce the faster they evolve so the fruit fly has more chances of evolving since it reproduces so much.	3
969	the more they reproduse and have more babies while the world is changing, they might change into something else	3
970	the more times you have kids the more generations are formed so in 5 years elefants have one generation but in 5 years fruit flies have 180 genertations.	3
971	The more you reproduce the faster you are to evolve and changes will happen quicker.	3
972	the more(faster) generations and offspring they make, the faster they will evolve.	3
973	The population is much bigger.	3
974	the produce lots more offspring a lot faster than the elephants could	3
975	The rate of reproduction widely affects the speed of evolution. It takes approximately 1000 years for a species to evolve, if elephants reproduce once every 5 years then it will take 5000 years to evolve. While on the other hand a fruit fly will only take approximately 28 years.	3
976	The reason is that since they are small and reproduce faster and their are so many variations it is easier to reproduce.	3
977	The reproduce faster.	3
978	the reproduce more often	3
979	The reproduce more often than elephants	3
980	the reproducetion rate is much faster than the elephants and evolution happens every thousand generation its most likely to evolve in lesser years than the elephant	3
981	The reproducing rate is mostly where you might see differences in the evolution of the organism. since the fruit fly reproduces faster the evolution may be quicker.	3
982	The3 fruit flies reproduce many more times a year because the process is much quicker.	3
983	Their generations go faster so traits can evolve faster.	3
984	There are more chance of flies because there are more flies.	3
985	"There are more chances to adapt and pass on genetic ""advice"" with fruit flies than elephants"	3
986	There are more generations in fruit flies than elephants, so they will go faster.	3
987	There is a greater chance of change in Fruit flies because of how many are produced.	3
988	There will be so many fruit flies in such a short time.	3
989	there would be more genorations and it takes about a thousand genorations for a animal (or bug) to evolve	3
990	theres more of them	3
991	They are more fruitflies than elephants	3
992	They are more likely to produce an offspring with a mutation. They also have more genetic variation, and are more likely to survive when change comes.	3
993	They breed faster and could have evolved offspring.	3
994	They breed faster so they change faster	3
995	they can produce more and quicker	3
996	they die faster	3
997	they dont live as long and have more generations faster	3
998	They evolve faster because there are more.	3
999	They evolve so much that I think that they will have more time to evolve than the elephant.	3
1000	They evolve the same rate each reproduction, except since fruit flies reproduce faster, so the whole species will evolve faster.	3
1001	they get many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many many more chances to reproduce and then change just a little each time.	3
1002	They go through generations a lot quicker.	3
1003	They have a faster chance of evolving because they reproduce faster.	3
1004	they have a shorter life and evolved faster	3
1005	they have a shorter life span and so generatons go by faster	3
1006	they have babies more	3
1007	they have children more frequently.	3
1008	They have many more generations to change their genes so they would evolve faster.	3
1009	they have more babies	3
1010	They have more babies so they have a better chance of changing faster.	3
1011	they have more chance to reproduce, so they have a better chance of finding a useful trait.	3
1012	They have more food to obtain and fruit fly's die in two days	3
1013	They have more generations to evolve than the elephant which would take longer to evolve.	3
1014	They have more generations to evolve.	3
1015	They have more generations which will create new traits.	3
1016	They have more life times to evolve.	3
1017	they have more offspring and each one evolves more	3
1018	They have more offspring and it will be faster.	3
1019	They have more offspring so their is a better chance of some of those offspring having a good chance of getting life helping traits.	3
1020	They have more offspring, so they will change faster.	3
1021	they have more offsprings and they can differ more and change faster	3
1022	They live a shorter life span and reproduce faster letting them have more offspring with more diverse traits.	3
1023	THEY MAKE BABIES FASTER.	3
1024	they make more	3
1025	They pass traits more often.	3
1026	they produce all the time so offspring is a lot faster and the average fruit fly lives up to a week so yes the fruit flies evolve faster then the elephants.	3
1027	They produce faster.	3
1028	they produce more	3
1029	They produce more each year which makes different genes and they will evolve faster.	3
1030	They produce more offspring making more babies.	3
1031	They produce more quickly so there is a more likly chance that something could change and cause a evolution with fruit flies.	3
1032	they produce more times than the elephant, giving fruit flies a better chance to change.	3
1033	They produce more.	3
1034	they r3eproduce faster	3
1035	they reduce more	3
1036	they repoduce much, much more than elephants	3
1037	they reproduce a lot faster and it takes a species 1000 generations to evolve so they would then evolve a lot faster	3
1038	They reproduce faster making, giving them more generations and more variation.	3
1039	They reproduce faster so there are more offspring to evolve.	3
1040	They reproduce faster which means there is more likely a chance of change in the offspring.	3
1041	they reproduce faster, so they evolve faster. this is because they will encounter predators that will be hard to escape.	3
1042	They reproduce faster.	3
1043	they reproduce many times.	3
1044	they reproduce more	3
1045	they reproduce more	3
1046	They reproduce more every year so they would have more generations to evolve.	3
1047	They reproduce more often so they take less time to evolve.	3
1048	They reproduce more so there is more chance of variation.	3
1049	they reproduce more, therefore giving them more of giving them more opportunitys to reproduce	3
1050	They reproduce more, which means they can get different characteristics faster, and evolve quicker.	3
1051	They reproduce more.	3
1052	They reproduce so quickly, so they learn new adaptations quickly.	3
1053	they reproduce way faster than elephants reproduce	3
1054	they will be so many fruit flies in such a short time.	3
1055	They will be so many fruit flies in such short time.	3
1056	They will change a little every time the reproduce.	3
1057	they will evolve faster because they produce a lot faster so there offspring has a lot of time to evolve before the elephants evolve	3
1058	They will go through more generations faster than elephants.	3
1059	They will have more babies and more chance for evolution to take place.	3
1060	They wold change faster because they have more offspring in a shorter amount of time.	3
1061	This is because they are being produced a lot faster.	3
1062	Well if the fruit flies have more generation than the elephant then the fruit flies have times to add in new useful traits.	3
1063	well they reproduce faster and have more babys then the elephant	3
1064	when more and more fruit flies are born they evolve faster because they send off their traits into thier offspring.	3
1065	With a faster rate of birth there is more variation in population, allowing natrual selection to take place.	3
1066	With more generations the slight changes can occur faster.	3
1067	A creature changes a tiny bit in each generation, so the more generations, the more change. If fruit flies are always dying and reproducing, the unhealthy ones are likey to die much sooner.	4
1068	A species needs to evolve over many generations, not just a few, and the fire flies produce offspring faster, so they can evolve more quickly because it takes less time to produce offspring that will inherit their traits.	4
1069	beacuse fruit flies reproduce faster so that the offspring inheiret the traits faster and pass them down faster.	4
1070	Becaus emore generations equal more variation eventually leading to evolution	4
1071	Because fruit flies have a larger amount of offspring there could be more variations in the children and thus a faster and bigger change for evolution to take place. But I think evolution is already taking place in organisms like the fruit flies so there is just a faster way for fruit flies to evolve.	4
1072	Because if you create a new generation 36 times a year, than there is a better chance that there will be more variation.	4
1073	Because since fruit flies populate faster and live faster, there is more of a chance that they would evolve faster based on the amount of variety there is in all the offspring.	4
1074	because the more generations the more time the organism has to evolve because organisms can't evolve in one generation so the more generations the fruit fly can develop more traits.	4
1075	because they are born faster so their is more adaptations over time	4
1076	because they have more babies for a more variation, it is rare to have variation but it is more common if there is more oppurtunity to have it.	4
1077	Due to the fact that flies reproduce so quickly a mutation may occur that is passe on and a evolutionar trait can be passed on faster thus any flies that dont have the power will be taken out although chances are that the ones with the trait will die quickly and the trait will disapear.	4
1078	each time a fruit fly reproduces, different genetic copies will be made, and more and more different genetic copies will be transferred. This way the fruit flies with the best traits will be able to reproduce the most and pass on their genetic genes.	4
1079	Evolution happens over many generations, not a lifetime. The more a species reproduces, the more variation there will be and the more chances it will have to adapt to possible changes in their environment.	4
1080	Evolution happens when you reproduce so if you reproduce 36 times a years more genes will get passed on and they will have different traits but still evolve from the same thing.	4
1081	Evolution occurs over the generations, and if there are more generations in a year, then the adaption happens more quickly.	4
1082	Evolution occurs through reproduction (the two parents pass down their traits to their offspring), and the more an organism reproduces, the quicker the species can evolve, because the genes need to get mixed up enough times for evolution to occur. Since fruit flies reproduce more often than elephants, the fruit flies will definitely evolve quicker than the elephants.	4
1083	Evolution takes many generations, so the more offspring to be born the faster they inherit their parents traits and evolve.	4
1084	"Evolution takes many generations. However, a fruit fly's generation is much much shorter than an elephant's generation. If a trait takes 1000 generations to evolve for both fruit flies and elephants, fruit flies will ""finish"" evolving first because their generations are much shorter."	4
1085	Fruit flies are able to pass genes onto their offspring faster, thus creating a larger population with a new trait sooner.	4
1086	fruit flies are being born and dieing faster than the elephant.	4
1087	Fruit flies because traits that are given to offspring can be passed down faster due to the amount of generations there are.	4
1088	Fruit flies evolve faster because they reproduce faster and more often so there is a faster rate for evolution and new species to evolve.	4
1089	Fruit flies have more chance to have variation therefore enabling a higher chance to change if the variation makes that fly's life easier to live in the environment.	4
1090	Fruit flies have more chances to gain new traits, so they evolve faster.	4
1091	Fruit flies have more generations than elephants in a year. Changes happen over generations when offspring inherit traits that are useful on their lives. Of there are more generations in a year, they evolve faster. Hence, fruit flies evolve faster than elephants.	4
1092	Fruit flies have more oppurtunities with their many offsping to vary and evolve.	4
1093	Fruit flies produce faster so their developed traits will be passed on faster than the traits of elephants to their offspring.	4
1094	Fruit flies produce more organisms which become more different than older generations each time so they have a better chance of becoming different faster than an elephant.	4
1095	Fruit flies will be able to evolve faster because they have more offsprings that can have the good traits they want and then all the flies without the good traits will die. The elephant won't produce as many offsprings as the fruit flies so it only have less chances than the fruit flies to get the good traits in an offspring.	4
1096	Fruit flies will evolve faster because 1000 generations will pass first. If they reproduce more, natural selection is sped up. According to nature, if they reproduce faster, natural selection is sped up, meaning fruit flies have shorter life times. Since they reproduce a lot, if they lived longer, there would be too much selective pressure for competition, it would be overcrowded with flies everywhere, and they would all die. We know this by observation. The fruit flies that are weak will die faster, because natural selection will speed up. This is why they evolve faster.	4
1097	Fruit flies will evolve faster because more generations pass by in less time, allowing the flies to adapt more.	4
1098	Fruit Flies will evolve faster because they can produce more offsprings and the offsprings can have the good trait they will help them survive and they will pass it on to their offsprings and so on.	4
1099	Fruit flies will evolve faster because they can take on traits and adapt quicker.	4
1100	Fruit flies will evolve faster because they have more offspring. They would have more chances of changing because there is more offspring. Elephants, however, have less children, so the changes would happen A LOT more slowly.	4
1101	fruit flies will evolve faster because they produce more and the more they produce the more traits they'll pass down which will cause them to evolve faster	4
1102	Fruit flies will evolve faster because they reproduce much more and they might have to adapt to their envronment faster.	4
1103	Fruit Flies will evolve faster, because if offspring is reproducing while their parents till are, the population will grow. The current offspring ill e able to use the acquired and inherited traits that they were given at birth.	4
1104	Fruit flies will probably evolve faster than elephants, because elephants produce less offspring than fruit flies. Fruit flies produce 180 more times than a elephant reproduces. They flies have more offspring so they have more genetic variation, so there is a better chance to evolve.	4
1105	Fruit flies will reproduce and evolve faster because they have more babies and have a more chance of being different.	4
1106	Fruit flies would evolve faster because throughout each generation, variation would occur, developing differences in those fruit flies. Also, if they reproduce 36 times a year and it takes about 1000 generations for a clear difference in evolution, it would take fruit flies about 28 years to completely evolve, while it takes an elephant 5000 years to completely evolve.	4
1107	fruit fly's breed faster and because genes are affected from the environment i think they would be able to evolve if there was a problem because they would change faster to better suit their environment changing.	4
1108	I believe that if the fruit fly reproduces more than there is a better chance of a new trait that could make them evolve	4
1109	I contend that fruit flies will evolve faster because they are producing much more offspring that will have variation and will evolve faster because there are more of them being born in less time.	4
1110	I think fruit flies evolve faster because they produce faster than elephants. their traits will be passed down faster than the traits of an elephant does.	4
1111	I think fruit flies evolve faster than elephants because they have more offspring causing the babies to evolve and adapt.	4
1112	I think fruit flies will evolve faster because evolution occurs when an organism has a difference in its genes, and it gets passed down to its offspring.	4
1113	I think fruit flies will evolve faster because if their are more generations than they can have selective pressure kill the ones with less advantages and the next generations would get more and more advantages.	4
1114	I think fruit flies will evolve faster because the faster it reproduces, the faster it will evolve. The more variety brings quicker evolution.	4
1115	I think Fruit flies will evolve faster because the population is high so they will inherit traits faster.	4
1116	I think fruit flies will evolve faster because there are more offspring to allow for change and adaptions to occur.	4
1117	I think fruit flies will evolve faster because there are much more of them than elephants, and they will get a chance to experience the environment and adapt changes to help them survive.	4
1118	I think fruit flies will evolve faster because they reproduce way faster than elephants and they can pass on new traits quicker.	4
1119	I think fruit flies will evolve faster than elephants because they reproduce about 36 times a year and elephants only reproduce one every five years so fruit flies will gets their parents traits much faster.	4
1120	I think that fruit flies will evolve faster because the flies with unnecessary traits will die faster and the good traits will be passed on many times a year, while elephants will only do that every 5 years. Also, since it takes around a thousand generations to evolve, fruit flies will have a thousand generations in much less time. Natural selection will happen a lot faster with the fruit flies than elephants.	4
1121	I think that fruit flies will evolve faster then elephants because they produce more then an elephant and the fruit flies probably adapt easier then the elephant	4
1122	I think that fruit flies would evolve faster because evolution happens over many generations. The faster it reproduces the faster the generations are made. The more generations, the more traits it will begin to have. Elephants won't evolve faster because of how slow it reproduces and the generations are going slower.	4
1123	I think that fruit flies would evolve faster because it has more variation wich would lead to evolution and it takes about 1000 generations to evolve so it would take the elephant around 5000 years to evolve while it would only take the fruit flies around 27 years	4
1124	I think that the fruit flies will evolve faster because it takes thousands of generations to evolve, and the more offspring there is, the faster the variation can happen.	4
1125	I think that the fruit flies will evolve faster because they reproduce more and so they can probably pass down traits more times per generation.	4
